id,author_wikidata,oclc_isbn,oclc_owi,total_weeks,htid,author_wikidata_qid,hathi_rights,isbn,title_id,author_conflict,best_rank_conflict,debut_rank_conflict,first_week_conflict,oclc_conflict,title_conflict,year_conflict
2722,Q254820,0786868198,902566,4,mdp.39015062547206,Q254820,ic,0786868198,2722,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2725,Q6760327,NA,37862186,3,uc1.$b106112,Q6760327,ic,NA,2725,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2727,Q328338,0743470095,16696051,3,mdp.39015060067967,Q328338,ic,0743470095,2727,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2731,Q76539,NA,2187332,9,mdp.39015060827063,Q76539,ic,0897330862,2731,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2733,Q893138,NA,2125345,1,mdp.39015063926722,Q893138,ic,NA,2733,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2736,Q167821,0679416110,327291,2,mdp.39015020827328,Q167821,ic,0679416110,2736,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2741,NA,NA,NA,2,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2743,NA,NA,NA,7,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2745,Q36591,0679410430,11575702345,54,mdp.39015062084390,Q36591,ic,039950267X,2745,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2748,Q310176,0517577186,1034286,1,mdp.39015046353432,Q310176,ic,0224026097,2748,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2749,Q505274,0394549376,4847676,10,uc1.32106006849969,Q505274,ic,0091618908,2749,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2750,Q72653,0385335377,6494999,8,mdp.39015050547788,Q72653,ic,0385335377,2750,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2757,Q1226282,NA,51702351,5,uc1.$b103887,Q1226282,ic,NA,2757,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2759,NA,NA,1234795,1,mdp.49015001020511,NA,ic,0837130603,2759,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
276,Q310379,0375501371,159443748,20,mdp.39015056875464,Q310379,ic,0345424719,276,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2760,NA,NA,NA,2,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2762,Q314929,0399135812,4916476200,12,mdp.39015018889785,Q314929,ic,0718134478,2762,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2765,Q7964267,NA,2179010,2,mdp.39015016453287,Q7964267,pd,NA,2765,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2767,Q110177427,NA,141319061,5,mdp.39015033301170,Q110177427,ic,NA,2767,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2768,Q639041,0385334710,773897,1,mdp.39015050547002,Q639041,ic,0385334710,2768,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2769,Q10312711,067122025X,567979,36,mdp.39015002749268,Q10312711,ic,067122025X,2769,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2770,Q335232,039450691X,462944,25,mdp.39015003670778,Q335232,ic,039450691X,2770,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2771,Q3087137,0803281188,149461353,6,uc1.$b103938,Q3087137,ic,NA,2771,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2773,Q272492,9780385337496,4160616296,2,mdp.39015070756815,Q272492,ic,0385337493,2773,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2774,Q272492,0385337477,4760289905,4,mdp.39015060020453,Q272492,ic,0385337477,2774,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2779,Q6174593,NA,1317273,30,uc1.b3553065,Q6174593,ic,NA,2779,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
278,Q1444495,NA,102192937,22,uc1.b3463671,Q1444495,ic,NA,278,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2782,Q922760,0553062247,196799745,2,mdp.39015041027338,Q922760,ic,0553062247,2782,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2783,NA,NA,NA,14,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2784,NA,NA,NA,5,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2786,Q438345,0399146695,45139,3,mdp.39015050470833,Q438345,ic,0399146695,2786,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2788,NA,NA,NA,6,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2790,NA,NA,NA,4,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2791,Q43227,0895773619,435446,23,mdp.39015054081222,Q43227,ic,NA,2791,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2798,Q72334,9780375409448,686883,4,mdp.39015059959802,Q72334,ic,0676976182,2798,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2799,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2800,Q4762571,9781559212045,401915067,1,uc1.32106012324270,Q4762571,ic,1559212047,2800,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2804,Q1608240,NA,412688,3,uc1.32106001967709,Q1608240,ic,NA,2804,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2805,Q260026,9780307740823,196727610,5,mdp.39015002996208,Q260026,ic,NA,2805,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2806,NA,NA,NA,3,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2807,Q437224,0060176806,588574,5,mdp.39015035024697,Q437224,ic,0060176806,2807,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
281,Q235308,NA,752871,5,mdp.39015011903195,Q235308,ic,NA,281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2810,Q106029260,NA,1378320,23,mdp.39015003675892,Q106029260,ic,NA,2810,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2811,Q337103,NA,4916674391,39,mdp.39015011604546,Q337103,ic,NA,2811,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2813,Q183031,0670032468,724028,4,mdp.39015056316006,Q183031,ic,0670032468,2813,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2814,Q273677,0688142869,3769711133,4,mdp.39015046460294,Q273677,ic,0688142869,2814,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2816,Q315343,9780380017607,374391889,62,mdp.39015008850250,Q315343,ic,NA,2816,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2818,NA,NA,NA,14,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
282,Q1621598,NA,1265070,13,mdp.39015050557019,Q1621598,ic,NA,282,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2820,Q1688127,NA,1471547,1,mdp.39015022186335,Q1688127,ic,NA,2820,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
283,Q216134,NA,1417088,10,uc1.32106002145966,Q216134,ic,NA,283,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2830,NA,NA,NA,5,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
284,Q7129150,NA,2583718,8,uc1.b4095410,Q7129150,und,NA,284,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2842,Q6239895,NA,405530282,8,mdp.39015005186179,Q6239895,ic,NA,2842,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2843,Q6775040,NA,1311879,8,uc1.b3810792,Q6775040,ic,NA,2843,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2847,Q726177,0679454446,196415524,7,mdp.39015040577838,Q726177,ic,0679454446,2847,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
285,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2850,Q229480,NA,752978,11,mdp.39015013122042,Q229480,ic,0394717562,2850,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2852,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2856,Q7273646,NA,347900462,1,uc1.$b63865,Q7273646,ic,NA,2856,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2859,Q4353602,052524252X,3396429,3,mdp.39015049630422,Q4353602,ic,052524252X,2859,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
286,Q1273517,038548657X,3769559392,8,mdp.39015043826000,Q1273517,ic,038548657X,286,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2863,NA,NA,NA,3,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2866,Q273730,NA,403867,15,mdp.39015005532729,Q273730,ic,NA,2866,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2869,Q3334185,0060165731,980080,11,inu.30000104214337,Q3334185,ic,0060166657,2869,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287,NA,NA,NA,15,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2875,Q5762868,NA,1543189,7,uc1.$b56702,Q5762868,pd|ic,NA,2875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2876,Q919835,NA,2463190,3,mdp.39015048881158,Q919835,ic,NA,2876,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2879,Q6659658,NA,101543941,3,wu.89099908030,Q6659658,ic,NA,2879,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2882,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2885,Q46248,9780061161643,102898450,2,mdp.39015066900765,Q46248,ic,0061161640,2885,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2886,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2887,Q72653,0385315201,418670,12,mdp.39015037485128,Q72653,ic,0385306040,2887,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
289,Q38392,NA,407010,1,mdp.49015000582149,Q38392,ic,0394414004,289,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2890,Q505274,0060179368,14853693,1,mdp.39015022055332,Q505274,ic,0712649638,2890,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2891,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2892,Q315343,0060140313,374392694,5,mdp.39015046363456,Q315343,ic,0060140313,2892,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2898,Q4309918,NA,4916928971,12,uc1.b3710917,Q4309918,ic,NA,2898,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2902,NA,NA,NA,2,uc1.b4086401,NA,ic,NA,224,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
2904,Q93444,NA,2441950,1,mdp.39015007047510,Q93444,ic,NA,2904,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2905,Q49072,NA,1065634,37,uc1.32106002157912,Q49072,ic,NA,2905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2908,NA,NA,1780957,12,mdp.39015000578859,NA,ic,NA,2908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2909,Q273677,1416505458,35972,1,mdp.39015060879098,Q273677,ic,1416505458,2909,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2910,Q1837775,9780312341817,134062448,2,mdp.39015080834511,Q1837775,ic,1847372597,2910,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2911,Q105756,039440856X,1908962806,6,pst.000044928582,Q105756,ic,0449912159,2911,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2912,Q380439,NA,4594164,30,mdp.39015000615958,Q380439,und,NA,2912,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2914,Q1337504,NA,1426845,8,mdp.39015030727955,Q1337504,ic,NA,2914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2916,Q893138,NA,1410885,9,uc1.$b245130,Q893138,ic,NA,2916,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2919,NA,NA,NA,8,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2923,Q5623772,NA,2294211,2,mdp.39015016434956,Q5623772,und,NA,2923,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2924,Q4861348,0884962865,3192492,21,mdp.39015038915115,Q4861348,ic,NA,2924,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2928,Q189119,0393086577,196071797,2,mdp.39015014367612,Q189119,ic,0393086577,2928,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2931,Q336519,0385301421,535471,8,pst.000044142797,Q336519,ic,0385323964,2931,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2932,Q6948422,NA,3260163,2,uc1.$b86165,Q6948422,ic,NA,2932,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2933,Q379895,0553802135,57740663,2,mdp.39015051307810,Q379895,ic,0553802135,2933,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2938,NA,0399144900,11509932246,4,mdp.39015048933538,Q9368795,ic,0399144900,2938,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2939,Q1397305,0399142487,694863196,5,mdp.39015041027353,Q1397305,ic,0399142487,2939,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2940,Q1397305,0399141359,3373620285,6,mdp.39015037353193,Q1397305,ic,0399141359,2940,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2943,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2946,NA,NA,NA,4,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2948,Q445429,NA,57066423,17,uc1.$b87075,Q445429,ic,NA,2948,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2949,Q1190579,NA,1464655,23,uc1.b3710897,Q1190579,ic|und,NA,2949,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2950,Q184785,0679441018,614065,15,mdp.39015034418791,Q184785,ic,0679441018,2950,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2951,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2952,Q432728,0375400117,533176,62,mdp.39015046375104,Q432728,ic,0375400117,2952,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2953,Q704931,NA,451410,15,mdp.39015002376443,Q704931,ic,087923315X,2953,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2954,Q1356200,0743453972,373386,8,mdp.39015061148402,Q1356200,ic,0743489179,2954,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
296,Q352059,0399139710,2517149928,7,mdp.39015058018220,Q352059,ic,0399139710,296,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2960,NA,NA,NA,5,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2961,Q433994,0394524039,3887873,3,pst.000019312149,Q433994,ic,0345329252,2961,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2962,Q1238811,NA,49056562,1,mdp.39015066288138,Q1238811,ic,NA,2962,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2963,Q107002,NA,196528145,12,inu.30000007133626,Q107002,ic,NA,2963,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2965,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2968,Q290686,0671034014,787960,5,mdp.39015053114891,Q290686,ic,0671034014,2968,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2969,Q184785,0679454489,196605084,10,mdp.39015050290710,Q184785,ic,0679454489,2969,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
297,Q72653,0385306024,4919458657,16,pst.000058051221,Q72653,ic,0385312156,297,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2980,Q505274,0394535251,3761219,8,uc1.32106007059766,Q505274,ic,0091586100,2980,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2981,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2983,NA,NA,NA,4,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2985,Q936028,0786865636,4760273679,1,mdp.39015050130874,Q936028,ic,0786865636,2985,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2986,Q1065901,0689119682,339664,5,mdp.39015066086482,Q1065901,ic,0689119682,2986,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
299,Q229840,0684195488,933122,4,mdp.39015037761098,Q229840,ic,0684195488,299,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2991,Q231356,0399148248,765525,5,mdp.39015050168007,Q231356,ic,0399148248,2991,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2999,NA,0553241605,47892583,33,pst.000061006225,NA,ic,9780553241600,2999,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3003,Q1701679,0399140093,1083984634,7,mdp.39015034271885,Q1701679,ic,0399140093,3003,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3006,Q6135294,NA,1316802,4,mdp.39015014860004,Q6135294,ic,NA,3006,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3008,Q72653,0385336330,86953,7,mdp.39015061423110,Q72653,ic,0385336330,3008,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3009,NA,NA,NA,2,uc1.b4086401,NA,ic,NA,224,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
3010,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3011,NA,NA,NA,4,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
3012,Q2386817,055310523X,561741,5,mdp.39015040138821,Q2386817,ic,055310523X,3012,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3013,NA,NA,NA,3,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3014,Q72653,0385315090,2640292,8,mdp.39015045628396,Q72653,ic,0385315090,3014,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3015,Q438345,055309355X,3772393717,2,mdp.39015037791715,Q438345,ic,055309355X,3015,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3017,Q4896373,NA,544713,1,inu.39000001148423,Q4896373,und,0803259093,3017,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3019,Q460366,9781613161388,548768,3,mdp.39015014614336,Q460366,ic,NA,3019,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
302,Q23434,0684153130,419735,21,mdp.39015077653965,Q23434,ic,9780684844640,302,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3020,Q3292072,0525948597,287021386,2,mdp.39015060593368,Q3292072,ic,0525948597,3020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3022,NA,NA,NA,2,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3027,Q3990638,NA,467356,28,mdp.39015008154901,Q3990638,und,NA,3027,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3029,Q298229,9780345443588,198816694,1,mdp.39015069131269,Q298229,ic,0345443586,3029,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
303,Q19629059,NA,1634621,16,uc1.$b105634,Q19629059,ic,NA,303,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3030,NA,NA,NA,2,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3035,Q269129,0385187920,50849378,11,mdp.39015014519006,Q269129,ic,0385187920,3035,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3036,Q1165510,NA,190166335,9,mdp.39015002742578,Q1165510,ic,NA,3036,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3037,Q72653,0385299109,1881996991,14,mdp.49015002827708,Q72653,ic,0385299109,3037,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
304,Q369526,NA,1787894,1,mdp.39015020001544,Q369526,ic,NA,304,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3042,Q298221,0743233476,806456,4,mdp.39015059130289,Q298221,ic,0743233476,3042,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3043,Q1347301,0743452712,1388822,5,pst.000021427671,Q1347301,ic,0449210014,3043,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3045,NA,NA,NA,12,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3046,Q128560,0671458183,47382087,1,mdp.39015000000284,Q128560,ic,0370309235,3046,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3047,Q1349245,067945960X,44685,8,mdp.39015047536506,Q1349245,ic,067945960X,3047,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3048,Q231356,0399141227,10553667,6,mdp.39015037467506,Q231356,ic,0399141227,3048,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
305,Q1356200,9780743270373,9657515848,5,mdp.39015066740922,Q1356200,ic,0743270371,305,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3053,Q1676368,9781775417491,1864140,2,mdp.39015014437332,Q1676368,icus,NA,3053,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3056,Q231736,0684810387,1183153453,17,mdp.39015037434886,Q231736,ic,0684810387,3056,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3059,Q83059,0688069355,10016539,13,mdp.39015012175975,Q83059,ic,0688069355,3059,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3063,Q43227,NA,1423704,13,mdp.39015011327569,Q43227,ic,NA,3063,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3067,Q652225,0316130095,32801325,6,uc1.b4950689,Q652225,ic,9780316130097,3067,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3069,Q712596,9780399155017,117306587,6,mdp.39015077651142,Q712596,ic,9780399155017,3069,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3070,Q5995099,0394539516,4080714,6,mdp.49015002821123,Q5995099,ic,0816139350,3070,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3071,Q380439,NA,1413601,26,uc1.$b662372,Q380439,ic,NA,3071,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3072,Q356639,0434699101,1878713,8,mdp.39015004814367,Q356639,ic,NA,3072,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3075,Q42,0517577402,48505385,12,mdp.39015032734942,Q42,ic,0517577402,3075,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3076,Q6812469,0786864850,285886350,13,mdp.39015043006108,Q6812469,ic,0786864850,3076,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
308,Q1364205,NA,4799332,11,uc1.$b56291,Q1364205,ic,NA,308,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3082,Q231736,0743229878,742475,5,mdp.39015055177219,Q231736,ic,0743229878,3082,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3084,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3088,Q219784,9780140153200,2487680741,4,mdp.39015055119344,Q219784,ic,0525470824,3088,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3089,Q4357166,0385332777,55416,1,mdp.39015050244998,Q4357166,ic,0385332777,3089,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
309,Q315343,0553070347,374392916,6,inu.30000029415860,Q315343,ic,0553070347,309,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3091,NA,NA,NA,1,uc1.b4086401,NA,ic,NA,224,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3093,Q3897539,NA,423312756,36,uc1.b3687703,Q3897539,ic,NA,3093,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3094,Q6077764,NA,2622485,1,uc1.$b105014,Q6077764,pd|und,NA,3094,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3096,Q5386740,NA,57894816,8,pst.000017679671,Q5386740,ic,0897332458,3096,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3097,Q5762868,NA,347030981,2,uc1.$b101845,Q5762868,ic,NA,3097,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3098,Q1293793,NA,1862596310,17,mdp.39015031305983,Q1293793,ic,NA,3098,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,Q6303574,0517703246,3982384822,5,mdp.39015041025852,Q6303574,ic,0517703246,310,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3103,Q35064,0553350617,3900992384,2,mdp.39015000682040,Q35064,ic,NA,3103,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3104,Q446121,0671034065,743722,6,mdp.39015050149379,Q446121,ic,0671034065,3104,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3106,Q83059,0670333190,515949,14,mdp.39015015181491,Q83059,ic,0670333190,3106,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
