record_id,title,creator,released,year_set,horizon,release_decade,medium,genre,is_series,multiyears,predictions
burge_crimes_1982,"""Crimes"" (from Play for Tomorrow)",Stuart Burge,1982,2002,20,1980,television,science fiction,Q7203105,NA,"In 2002, prisons are overcrowded, the threat of nuclear war constantly looms, and all activities are controlled and restricted."
bolt_easter_1982,"""Easter 2016"" (from Play for Tomorrow)",Ben Bolt,1982,2016,34,1980,television,science fiction,Q7203105,NA,The centenary of the Easter Rising heightens the sectarian divisions in Northern Ireland's only integrated teacher training college.
lipstadt_android_1982,Android,Aaron Lipstadt,1982,2036,54,1980,film,action,NA,NA,NA
jarvis_robotron_1982,Robotron: 2084,Eugene Jarvis,1982,2084,102,1980,video game,action,NA,NA,NA
hackett_third_1982,The Third World War,John Hackett,1982,1984,2,1980,prose fiction,NA,NA,1984-1985,NA
dalos_1985_1982,1985,György Dalos,1982,1985,3,1980,prose fiction,dystopian,NA,NA,NA
decamp_prisoner_1982,The Prisoner of Zhamanak,L. Sprague de Camp,1982,2149,167,1980,prose fiction,science fiction,Q7924459,NA,NA
carnimeo_exterminators_1983,Exterminators of the Year 3000,Giuliano Carnimeo,1983,3000,1017,1980,film,science fiction,NA,NA,NA
kikuchi_vampire_1983,Vampire Hunter D,Hideyuki Kikuchi,1983,12090,10107,1980,prose fiction,vampire,NA,NA,NA
johnson_spacehunter_1983,Spacehunter: Adventures in the Forbidden Zone,Lamont Johnson,1983,2101,118,1980,film,science fiction,NA,NA,NA
kikuchi_wind_1983,A Wind Named Amnesia,Hideyuki Kikuchi,1983,1999,16,1980,prose fiction,drama anime and manga,NA,NA,"In 1999, the world has been reduced to an apocalyptic wasteland due to an inexplicable gust of wind that wiped even the most basic memories, such as speech and civility, from the minds of the world's populace."
katsumata_final_1983,Final Yamato,Tomoharu Katsumata,1983,2203,220,1980,film,action,Q107426372,NA,NA
brin_startide_1983,Startide Rising,David Brin,1983,2489,506,1980,prose fiction,science fiction,NA,NA,NA
saunders_terrahawks_1983,Terrahawks,Desmond Saunders,1983,2020,37,1980,television,science fiction,NA,NA,An alien force has destroyed NASA's Mars base and threatens Earth.
deodato_atlantis_1983,The Atlantis Interceptors,Ruggero Deodato,1983,1994,11,1980,film,science fiction,NA,NA,NA
marter_earthshock_1983,Earthshock,Ian Marter,1983,2526,543,1980,television,NA,Q34316,NA,NA
gonzález_méxico_1983,México 2000,Rogelio A. González,1983,2000,17,1980,film,science fiction,NA,NA,"By 2000, Mexico is a utopian society."
ishiguro_super_1983,Super Dimension Century Orguss,Noboru Ishiguro,1983,2062,79,1980,television,adventure anime and manga,NA,NA,NA
hara_fist_1983,Fist of the North Star,Buronson; Tetsuo Hara,1983,1990,7,1980,comics,science fiction anime and manga,NA,NA,Mad Max-inspired post-nuclear wasteland in which superpowered martial artists fight each other for dominance. The world is described as having been devastated by a series of nuclear wars in the 1990s.
meyer_day_1983,The Day After,Nicholas Meyer,1983,1989,6,1980,television,disaster,NA,NA,"Depicts the events of a devastating nuclear explosion, hinted to take place in 1989, in the small town of Lawrence, Kansas."
game_tranz_1983,Tranz Am,Ultimate Play the Game,1983,3472,1489,1980,video game,action,NA,NA,NA
streiter_warday_1983,Warday,Whitley Streiter,1983,1993,10,1980,prose fiction,nuclear warfare,NA,1988-1993,"A nuclear attack on New York City in October 1988 resulted in a nuclear war in which the United States and the Soviet Union were both devastated. In the vacuum left by the devastation of the US and the Soviets, the United Kingdom and Japan became superpowers."
d'amato_endgame_1983,Endgame,Joe D'Amato,1983,2025,42,1980,film,action,NA,NA,NA
castellari_new_1983,The New Barbarians,Enzo G. Castellari,1983,2019,36,1980,film,action,NA,NA,Post-apocalyptic film where two gangs clash over whether to destroy settlers or defend them.[8] Inspired by the Mad Max films.
castellari_escape_1983,Escape from the Bronx,Enzo G. Castellari,1983,1990,7,1980,film,action,NA,NA,NA
"martino_2019,_1983","2019, After the Fall of New York",Sergio Martino,1983,2019,36,1980,film,action,NA,NA,Post-apocalyptic film in which nuclear war and radiation has rendered the populace infertile. Survivors head to New York City to rescue the last allegedly fertile woman on Earth.[8] Inspired by Escape From New York.
simulations_north_1983,North Atlantic '86,Strategic Simulations,1983,1986,3,1980,video game,strategy,NA,NA,Warsaw Pact forces have successfully overrun most of Western Europe by the end of August 1986.
pringle_awakening_1983,The Awakening,Eric Pringle,1983,1984,1,1980,television,NA,Q34316,NA,NA
wishman_night_1983,A Night to Dismember,Doris Wishman,1983,1986,3,1980,film,exploitation,NA,NA,NA
dolenz_luna_1983,Luna,Micky Dolenz,1983,2040,57,1980,television,science fiction,NA,NA,NA
decamp_bones_1983,The Bones of Zora,L. Sprague de Camp,1983,2151,168,1980,prose fiction,science fiction,Q7924459,NA,NA
woods_iron_1984,Iron Man 2020,Dan Slott; Pete Woods,1984,2020,36,1980,comics,comic,NA,NA,The world is dominated by megacorporations; virtual reality is the dominant form of entertainment.
crichton_runaway_1984,Runaway,Michael Crichton,1984,1991,7,1980,film,action,NA,NA,"Set in a future in which household robots are commonplace. Predicted domestic robots, video mail, social media, the Internet, voice-activated computers, facial recognition, retinal identification, camera drones, smart bullets, tablet PCs, wireless headsets, and that police officers would use semi-automatic pistols as sidearms (in 1984, most police officers used revolvers). The year is inferred from the main character's age (35) and birthdate (1956)."
forsyth_fourth_1984,The Fourth Protocol,Frederick Forsyth,1984,1986,2,1980,prose fiction,thriller,NA,NA,Correctly predicted that Margaret Thatcher would call a General Election in the United Kingdom in June 1987.
jackson_threads_1984,Threads,Mick Jackson,1984,1988,4,1980,television,docudrama,NA,1988-2003,"In 1988, nuclear war breaks out between the United States and the Soviet Union, leading to millions of deaths all over the world and society reverting to medieval levels."
mattei_rats_1984,Rats: Night of Terror,Bruno Mattei,1984,2240,256,1980,film,horror,NA,NA,NA
eastman_2020_1984,2020 Texas Gladiators,Joe D'Amato; George Eastman,1984,2020,36,1980,film,action,NA,NA,Neo-Western set in a post-apocalyptic Texas.
annō_bismark_1984,Bismark,Masami Annō,1984,2069,85,1980,television,space western,NA,NA,NA
two_comrade_1984,Comrade Dad,BBC Two,1984,1999,15,1980,television,sitcom,NA,NA,"In 1999, the United Kingdom is a Communist state, having been invaded by the Soviet Union several years earlier. London has been renamed ""Londongrad.""[27]"
forman_doomsday_1984,Doomsday Plus Twelve,James D. Forman,1984,2000,16,1980,prose fiction,post-apocalyptic,NA,1988-2000,"In 1988, an incident in Saudi Arabia leads to nuclear war between the United States and the Soviet Union. 120 million Americans are killed in the war."
hunt_evangeline_1984,Evangeline,Chuck Dixon & Judith Hunt,1984,2200,216,1980,comics,NA,NA,NA,NA
peak_future_1984,Future Schlock,Chris Kiely; Barry Peak,1984,1990,6,1980,film,science fiction,NA,NA,"As a result of the class wars in 1990, the middle class has mandated that people be middling or dull. Non-conformists are imprisoned in the inner city ghetto.[47][48]"
dicks_warriors_1984,Warriors of the Deep,Terrance Dicks,1984,2084,100,1980,prose fiction,NA,NA,NA,NA
elgin_native_1984,Native Tongue,Suzette Haden Elgin,1984,1991,7,1980,prose fiction,science fiction,NA,NA,"The novel is set in the 22nd century, but after the United States repealed women's rights in 1991."
_super_1984,Super Dimension Cavalry Southern Cross,NA,1984,2120,136,1980,television,drama anime and manga,NA,NA,NA
comics_star_1984,Star Trek (DC Comics),DC Comics,1984,2284,300,1980,prose fiction,NA,Q1092,NA,NA
skinn_liberators_1984,The Liberators,Dez Skinn,1984,2470,486,1980,comics,NA,NA,NA,NA
miyazaki_nausicaä_1984,Nausicaä of the Valley of the Wind,Hayao Miyazaki,1984,3118,1134,1980,film,science fiction anime,NA,NA,NA
theakston_episode_1984,"Episode 1: A Village in England: July, 2089 AD",Graham Theakston,1984,2089,105,1980,television,science fiction,NA,NA,NA
toho_sayonara_1984,Sayonara Jupiter,Toho,1984,2125,141,1980,film,science fiction,NA,NA,NA
lynch_dune_1984,Dune,David Lynch,1984,10191,8207,1980,film,action,NA,NA,NA
fulci_warriors_1984,Warriors of the Year 2072,Lucio Fulci,1984,2072,88,1980,film,action,NA,NA,NA
cameron_terminator_1984,The Terminator,James Cameron,1984,2029,45,1980,film,action,NA,NA,NA
hyams_2010_1984,2010,Peter Hyams,1984,2010,26,1980,film,science fiction,NA,NA,Sequel to 2001: A Space Odyssey film. The United States is about to go to war with a still-extant Soviet Union. The film correctly predicted that the 2008 Summer Olympics would be held in Beijing.[6]
nimoy_star_1984,Star Trek III: The Search for Spock,Leonard Nimoy,1984,2285,301,1980,film,action,Q1092,NA,NA
johns_superman_1984,Superman #400,Dan Jurgens; Joe Shuster; Geoff Johns,1984,1990,6,1980,comics,comic,Q520306,NA,"In the 1990s, World War III was averted by the efforts of Kuhan Pei-Jing."
emmerich_das_1984,Das Arche Noah Prinzip,Roland Emmerich,1984,1997,13,1980,film,science fiction,NA,NA,"In 1997, all weapons of mass destruction have been decommissioned. There is a European-American weather control space station FLORIDA ARKLAB in orbit of Earth."
machulski_sexmission_1984,Sexmission,Juliusz Machulski,1984,2044,60,1980,film,comedy,NA,1991-2044,"By 1991, suspended animation has been perfected. Begins in 1991, when the main characters enter hibernation, before awakening in 2044."
gibson_neuromancer_1984,Neuromancer,William Gibson,1984,2035,51,1980,prose fiction,cyberpunk,Q2610590,NA,NA
robinson_wild_1984,The Wild Shore,Kim Stanley Robinson,1984,2047,63,1980,prose fiction,novel,Q7797371,"1987, 2047",NA
christin_ghosts_1984,The Ghosts of Inverloch,Pierre Christin,1984,1986,2,1980,prose fiction,comics,NA,NA,NA
kawamori_macross_1984,Macross: Do You Remember Love?,Shōji Kawamori,1984,2009,25,1980,film,mecha,NA,NA,NA
hashimoto_return_1984,The Return of Godzilla,Koji Hashimoto,1984,1985,1,1980,film,science fiction,Q28859760,NA,NA
angelis_man_1984,Man Hunt,Fabrizio De Angelis,1984,1985,1,1980,film,Spaghetti Western,NA,NA,NA
varley_demon_1984,Demon,John Varley,1984,2117,133,1980,prose fiction,NA,Q3529474,2113-2121,NA
bear_eon_1985,Eon,Greg Bear,1985,2005,20,1980,prose fiction,science fiction,NA,"2005, 3205","In 2005, the United States and a still-extant Soviet Union are on the brink of nuclear war."
sholder_nightmare_1985,A Nightmare on Elm Street 2: Freddy's Revenge,Jack Sholder,1985,1986,1,1980,film,horror,NA,NA,NA
namco_blue_1985,Blue Comet SPT Layzner,Bandai Namco Filmworks,1985,1996,11,1980,television,mecha,NA,NA,"By 1996, the Cold War has intensified and nuclear tensions loom. At this time, both the United States and the Soviet Union have bases on the Moon and Mars."
hooper_lifeforce_1985,Lifeforce,Tobe Hooper,1985,1986,1,1980,film,science fiction,NA,NA,The film depicts an alien invasion timed to the 1986 return of Halley's Comet.[63]
robinson_night_1985,Night of Power,Spider Robinson,1985,1996,11,1980,prose fiction,science fiction,NA,NA,"In 1996, there is a race war in New York City."
pyun_radioactive_1985,Radioactive Dreams,Albert Pyun,1985,2011,26,1980,film,science fiction,NA,NA,"Nuclear war breaks out in 1996, placing the two main characters in a bunker for 15 years.[80][81]"
bulychev_guest_1985,Guest from the Future,Kir Bulychev,1985,2084,99,1980,television,science fiction,NA,NA,NA
ashida_vampire_1985,Vampire Hunter D,Toyoo Ashida,1985,12090,10105,1980,film,horror,NA,NA,NA
pournelle_footfall_1985,Footfall,Larry Niven; Jerry Pournelle,1985,1995,10,1980,prose fiction,science fiction,NA,NA,The Soviet Union still exists and economically rivals the United States.
steinmann_friday_1985,Friday the 13th: A New Beginning,Danny Steinmann,1985,1989,4,1980,film,horror,NA,NA,NA
okuwaki_affair_1985,Affair of Nolandia,Masaharu Okuwaki,1985,2138,153,1980,film,science fiction anime and manga,NA,NA,NA
hahn_starchaser_1985,Starchaser: The Legend of Orin,Steven Hahn,1985,2985,1000,1980,film,science fiction,NA,NA,NA
ogilvie_mad_1985,Mad Max: Beyond Thunderdome,George Miller; George Ogilvie,1985,2005,20,1980,film,action,Q3275141,NA,NA
turtledove_road_1985,The Road Not Taken,Harry Turtledove,1985,2039,54,1980,prose fiction,science fiction,NA,NA,NA
sheffield_between_1985,Between the Strokes of Night,Charles Sheffield,1985,2010,25,1980,prose fiction,science fiction,NA,"2010, 32010",NA
shirow_appleseed_1985,Appleseed,Masamune Shirow,1985,2125,140,1980,comics,cyberpunk,NA,NA,NA
petersen_enemy_1985,Enemy Mine,Wolfgang Petersen,1985,2092,107,1980,film,action,NA,NA,NA
band_trancers_1985,Trancers,Charles Band,1985,2247,262,1980,film,action,NA,NA,NA
livingstone_freeway_1985,Freeway Fighter,Ian Livingstone,1985,2022,37,1980,prose fiction,fantasy,NA,NA,_Mad Max_-inspired future in which a virus decimates the world population in July 2022.
atwood_handmaid's_1985,The Handmaid's Tale,Margaret Atwood,1985,1994,9,1980,prose fiction,feminism,NA,NA,"A misogynystic fanatical religious cult, called The Sons of Jacob,takes control of part of the United States in the 1990s and establishes a totalitarian regime,with the US now named ""The Republic of Gilead"" and ruthless towards women. The novel was adapted into a TV series in 2020."""
zahn_spinneret_1985,Spinneret,Timothy Zahn,1985,2016,31,1980,prose fiction,science fiction,NA,NA,NA
sinclair_rocketball_1985,Rocketball,John Sinclair,1985,2010,25,1980,video game,sports,NA,NA,NA
waterfield_rebel_1985,Rebel Planet,Robin Waterfield,1985,2453,468,1980,prose fiction,NA,NA,NA,NA
morton_max_1985,Max Headroom: 20 Minutes into the Future,Rocky Morton,1985,2005,20,1980,television,science fiction,NA,2004-2005,"In a dystopian cyberpunk Britain, Network 23's top rated investigative reporter Edison Carter (Matt Frewer) must navigate a dangerous path through corporate greed and hired goons to expose a dark secret at the very top of his own network. No explicit date is given on-screen, but Bryce Lynch's employee file reveals he was born on the 7th of October, 1988. Lynch's apparent age of 16 to 18 indicates a setting of between 2004 and 2006."
cameron_aliens_1986,Aliens,James Cameron,1986,2179,193,1980,film,action,Q26996109,NA,NA
mcloughlin_friday_1986,Friday the 13th Part VI: Jason Lives,Tom McLoughlin,1986,1990,4,1980,film,horror,NA,NA,NA
voinovich_moscow_1986,Moscow 2042,Vladimir Voinovich,1986,2042,56,1980,prose fiction,dystopian,NA,NA,NA
tezuka_wonder_1986,Wonder Beat Scramble,Osamu Tezuka,1986,2119,133,1980,television,science fiction anime and manga,NA,NA,NA
card_speaker_1986,Speaker for the Dead,Orson Scott Card,1986,5270,3284,1980,prose fiction,science fiction,NA,NA,NA
martino_vendetta_1986,Vendetta dal futuro,Sergio Martino,1986,1997,11,1980,film,action,NA,NA,"In a dystopian United States, an industrialist builds a cyborg and gives him a mission to kill the leader of an ecological faction. However, he fails and takes asylum in Arizona, where he must choose between his human and robotic natures."
nbc_lazer_1986,Lazer Tag Academy,NBC,1986,3010,1024,1980,prose fiction,science fiction,NA,NA,NA
vandevelde_réveil_1986,Le réveil du Z,Philippe Vandevelde,1986,2062,76,1980,prose fiction,NA,NA,NA,NA
johnson_solarbabies_1986,Solarbabies,Alan Johnson,1986,2941,955,1980,film,science fiction,NA,NA,NA
engelbach_america_1986,America 3000,David Engelbach,1986,2900,914,1980,film,action,NA,NA,NA
king_maximum_1986,Maximum Overdrive,Stephen King,1986,1987,1,1980,film,action,NA,NA,NA
clarke_songs_1986,The Songs of Distant Earth,Arthur C. Clarke,1986,3800,1814,1980,prose fiction,science fiction,NA,NA,NA
brin_heart_1986,Heart of the Comet,David Brin,1986,2061,75,1980,prose fiction,science fiction,NA,NA,NA
mandell_adventures_1986,The Adventures of the Galaxy Rangers,Robert Mandell,1986,2086,100,1980,television,science fiction,NA,NA,NA
schulman_profile_1986,Profile in Silver,J. Neil Schulman,1986,2172,186,1980,prose fiction,NA,NA,NA,NA
martin_search_1986,Search for the Doctor,Dave Martin,1986,2056,70,1980,prose fiction,NA,Q34316,NA,NA
_terminus_1986,Terminus,NA,1986,5000,3014,1980,video game,NA,NA,NA,NA
zulli_puma_1986,The Puma Blues,Stephen Murphy; Michael Zulli,1986,1999,13,1980,comics,comic,NA,1995-2002,Predicted a nuclear detonation in 1995. Time skip in issue #21 to 2002.
ferguson_crisis_1986,Crisis on Centaurus,Brad Ferguson,1986,2256,270,1980,prose fiction,Star Trek,NA,NA,NA
nichols_transformers_1986,The Transformers: The Movie,Nelson Shin; Margaret Nichols,1986,2005,19,1980,film,action,NA,NA,"By 2005, the presence of the Autobots on Earth has elevated human technology to highly advanced levels."
nimoy_star_1986,Star Trek IV: The Voyage Home,Leonard Nimoy,1986,2286,300,1980,film,science fiction,Q1092,NA,NA
macek_robotech_1986,Robotech: The Movie,Noboru Ishiguro; Carl Macek,1986,2027,41,1980,film,mecha,NA,NA,NA
trenchard-smith_dead_1986,Dead End Drive-In,Brian Trenchard-Smith,1986,1995,9,1980,film,action,NA,NA,Predicts the collapse of the global economy and the forced segregation of the unemployed.[31]
coolidge_quarantine_1986,Quarantine,Martha Coolidge,1986,2347,361,1980,television,NA,Q559270,NA,NA
lindsay_star_1986,Star Crystal,Lance Lindsay,1986,2032,46,1980,film,science fiction,NA,NA,NA
anderson_strikeforce_1986,Strikeforce: Morituri,Brent Anderson,1986,2069,83,1980,prose fiction,NA,NA,NA,NA
gibson_count_1986,Count Zero,William Gibson,1986,2042,56,1980,prose fiction,cyberpunk,Q2610590,NA,NA
atwood_freeforall_1986,Freeforall,Margaret Atwood,1986,2026,40,1980,prose fiction,NA,NA,NA,NA
johnson_starflight_1986,Starflight,Greg Johnson,1986,4620,2634,1980,video game,strategy,NA,NA,NA
santiago_future_1986,Future Hunters,Cirio H. Santiago,1986,2025,39,1980,film,post-apocalyptic,NA,NA,Set in post-apocalyptic world after a holocaust.
_trekker_1987,Trekker,NA,1987,2266,279,1980,comics,NA,NA,NA,NA
workshop_warhammer_1987,"Warhammer 40,000",Games Workshop,1987,41000,39013,1980,prose fiction,fantasy,NA,NA,NA
syndication_spiral_1987,Spiral Zone,broadcast syndication,1987,2007,20,1980,television,science fiction,NA,NA,"On June 18, 2007, a renegade military scientist, Dr. James Bent, uses a hijacked space shuttle to drop his deadly Zone Generators across half of the Earth, thus creating a region called the Spiral Zone due to its shape. Millions of people are trapped in the dark mists of the Spiral Zone and transformed into ""Zoners"" with lifeless yellow eyes and strange red patches on their skin."
syndication_captain_1987,Captain Power and the Soldiers of the Future,broadcast syndication,1987,2147,160,1980,television,science fiction,NA,NA,NA
south_knights_1987,Knights of God,Television South,1987,2020,33,1980,television,fantasy,NA,2000-2020,"The Knights of God, a fascist and anti-Christian religious order, came to power in the UK during a brutal civil war in 2000. By 2020, they rule most of Britain."
hannant_time_1987,The Time Guardian,Brian Hannant,1987,4039,2052,1980,film,science fiction,NA,NA,NA
verhoeven_robocop_1987,RoboCop,Paul Verhoeven,1987,2043,56,1980,film,action,Q1033152,NA,NA
wallace_broom_1987,The Broom of the System,David Foster Wallace,1987,1990,3,1980,prose fiction,novel,NA,NA,"The ""Great Ohio Desert"" (G.O.D.) is constructed.[19][20]"
boucher_star_1987,Star Cops,Chris Boucher,1987,2027,40,1980,prose fiction,science fiction,NA,NA,NA
wrye_amerika_1987,Amerika,Donald Wrye,1987,1997,10,1980,television,science fiction,NA,NA,"By 1997, the United States has lost World War III and has been occupied by the Soviet Union for ten years."
_death_1987,Death Hawk,NA,1987,2400,413,1980,comics,NA,NA,NA,NA
dicks_mysterious_1987,The Mysterious Planet,Terrance Dicks,1987,2000000,1998013,1980,television,NA,Q34316,NA,NA
baker_terror_1987,Terror of the Vervoids,Pip and Jane Baker,1987,2986,999,1980,television,NA,Q34316,NA,NA
fox_end_1987,"""The End"" (from Second Chance)",Fox Broadcasting Company,1987,2011,24,1980,television,sitcom,Q7443163,NA,This episode correctly predicted that Colonel Muammar Gaddafi would die from multiple gunshot wounds in 2011.
ellis_star_1987,Star Rangers,Mark Ellis,1987,2400,413,1980,prose fiction,NA,NA,NA,NA
bear_forge_1987,The Forge of God,Greg Bear,1987,1996,9,1980,prose fiction,science fiction,NA,NA,"An alien race destroys the Earth, but a small fragment of humanity are preserved by another alien race."
scheimer_bravestarr_1987,BraveStarr,Lou Scheimer,1987,2349,362,1980,television,space western,NA,NA,NA
_bubblegum_1987,Bubblegum Crisis,NA,1987,2032,45,1980,television,action anime and manga,NA,NA,NA
glaser_running_1987,The Running Man,Paul Michael Glaser,1987,2019,32,1980,film,action,NA,"2017, 2019","Predicts an economic collapse and totalitarian takeover of the US in 2017. The film itself takes place in 2019.[87][57] Refers to the ""Great Quake of '97""."
jarnatt_cherry_1987,Cherry 2000,Steve De Jarnatt,1987,2017,30,1980,film,action,NA,NA,"In 2017, the United States has fragmented into post-apocalyptic wastelands. There are also sexbots.[16][23]"
schultz_timestalkers_1987,Timestalkers,Michael Schultz,1987,1996,9,1980,film,science fiction,NA,"1886, 1996, 2586",NA
clarke_2061_1987,2061: Odyssey Three,Arthur C. Clarke,1987,2061,74,1980,prose fiction,science fiction,NA,NA,NA
decoteau_creepozoids_1987,Creepozoids,David DeCoteau,1987,1998,11,1980,film,horror,NA,NA,"Post-apocalyptic Los Angeles, six years after a nuclear war.[28]"
mashimo_dirty_1987,Dirty Pair: Project Eden,Kōichi Mashimo,1987,2141,154,1980,film,science fiction,NA,NA,NA
arsyonov_lilac_1987,Lilac Ball,Pavel Arsyonov,1987,2087,100,1980,film,science fiction,NA,NA,NA
carpenter_prince_1987,Prince of Darkness,John Carpenter,1987,1999,12,1980,film,horror,NA,NA,Characters in the present (1987) share a recurring dream which is a transmission from the future (1999).
toriumi_lily_1987,Lily C.A.T.,Hisayuki Toriumi,1987,2264,277,1980,film,horror anime and manga,NA,NA,NA
games_metal_1987,Metal Gear,Konami; Ultra Games,1987,1995,8,1980,video game,stealth,Q216655,NA,"Walking mechs, androids ""Android (robot)"") and human cloning are routine."""
taito_ninja_1987,The Ninja Warriors,Taito,1987,1993,6,1980,video game,beat 'em up,NA,NA,"In 1993, the US president declares himself dictator and institutes martial law."
roddenberry_star_1987,Star Trek: The Next Generation,Gene Roddenberry,1987,2367,380,1980,television,science fiction,Q1092,2364-2370,NA
fuentes_christopher_1987,Christopher Unborn,Carlos Fuentes,1987,1992,5,1980,prose fiction,NA,NA,NA,NA
harry_silent_1987,"Silent Night, Deadly Night Part 2",Lee Harry,1987,1988,1,1980,film,slasher,NA,NA,NA
kawamori_super_1987,The Super Dimension Fortress Macross: Flash Back 2012,Shōji Kawamori,1987,2012,25,1980,film,drama anime and manga,NA,NA,NA
picha_big_1987,The Big Bang,Picha,1987,1995,8,1980,film,science fiction,NA,NA,NA
oshii_red_1987,The Red Spectacles,Mamoru Oshii,1987,1995,8,1980,film,science fiction,NA,NA,NA
kincaid_mutant_1987,Mutant Hunt,Tim Kincaid,1987,1992,5,1980,film,action,NA,NA,NA
cleary_dragons_1987,Dragons at the Party,Jon Cleary,1987,1988,1,1980,prose fiction,NA,NA,NA,NA
butler_out_1988,Out of Time,Robert Butler,1988,2088,100,1980,film,science fiction,NA,NA,NA
buechler_friday_1988,Friday the 13th Part VII: The New Blood,John Carl Buechler,1988,1990,2,1980,film,horror,NA,NA,NA
womack_terraplane_1988,Terraplane,Jack Womack,1988,2033,45,1980,prose fiction,novel,NA,NA,NA
cbs_superman_1988,Superman,CBS,1988,3000,1012,1980,television,action,NA,NA,NA
katzin_world_1988,World Gone Wild,Lee H. Katzin,1988,2087,99,1980,film,science fiction,NA,NA,NA
macdonald_lake_1988,The Lake at the End of the World,Caroline Macdonald,1988,2025,37,1980,prose fiction,novel,NA,NA,NA
jackson_very_1988,A Very British Coup,Mick Jackson,1988,1991,3,1980,television,tv miniseries,NA,NA,"Harry Perkins, an unassuming, working class, very left-wing Leader of the Labour Party and Member of Parliament for Sheffield Central, becomes Prime Minister in March 1991. The priorities of the Perkins Government include dissolving all newspaper monopolies, withdrawal from NATO, removing all US military bases on UK soil, unilateral nuclear disarmament and true open government. The royal cypher on one of the Prime Minister's red boxes is shown as ""C III R,"" suggesting that the monarch is Charles III, the current Prince of Wales."
productions_red_1988,Red Dwarf,Grant Naylor Productions,1988,3000000,2998012,1980,prose fiction,science fiction,NA,NA,NA
martin_vengeance_1988,Vengeance on Varos,Philip Martin,1988,2275,287,1980,television,NA,Q34316,NA,NA
itō_patlabor_1988,Patlabor,Kazunori Itō,1988,2000,12,1980,film,comedy drama anime and manga,NA,1998-2002,"Robots called ""Labors"" are integrated into society. The film adaptation, Patlabor: The Movie, is set in 1999."
rucker_wetware_1988,Wetware,Rudy Rucker,1988,2030,42,1980,prose fiction,cyberpunk,NA,NA,NA
otomo_akira_1988,Akira,Katsuhiro Otomo,1988,2019,31,1980,film,science fiction,NA,NA,NA
baker_alien_1988,Alien Nation,Graham Baker,1988,1991,3,1980,film,action,NA,"1988, 1991",Set in a world where aliens have landed in 1988 and are being integrated into society.
booth_droid_1988,Droid,Philip Adrian Booth,1988,2020,32,1980,film,science fiction,NA,NA,"In Los Angeles, the crime rate is up 200%."
goldstone_earth_1988,Earth Star Voyager,James Goldstone,1988,2088,100,1980,film,science fiction,NA,"2082, 2088",NA
robinson_gold_1988,The Gold Coast,Kim Stanley Robinson,1988,2027,39,1980,prose fiction,science fiction,Q7797371,NA,NA
games_cyberball_1988,Cyberball,Atari Games,1988,2022,34,1980,video game,American football,NA,NA,American football is played with robots and an exploding ball.
sierra_manhunter_1988,Manhunter: New York,Sierra Entertainment,1988,2004,16,1980,video game,adventure,NA,NA,The world has been conquered by aliens in 2002. Both it and its sequel _Manhunter: San Francisco_ are set in 2004
fujiwara_mega_1988,Mega Man 2,Tokuro Fujiwara,1988,2050,62,1980,video game,action,NA,20XX,"By the 2000s, artificially intelligent robots are common."
konami_snatcher_1988,Snatcher,Konami,1988,1996,8,1980,video game,adventure,NA,NA,"Predicts the deaths of 80% of the world's population due to a biological hazard in the fictional city of Chernoton, Russia. The original Japanese story depicts this event occurring on June 6, 1991, but the later-released English localization moves the year to 1996. The main story is set 51 years later on the manmade island of Neo Kobe City, where the titular race of androids are secretly killing members of the high echelon of society and disguising themselves as their victims. Inspired by Blade Runner ."
games_zak_1988,Zak McKracken and the Alien Mindbenders,Lucasfilm Games,1988,1997,9,1980,video game,adventure,NA,NA,"Aliens controlling ""The Phone Company"" lower the world's intelligence with a low-frequency hum."
sterling_islands_1988,Islands in the Net,Bruce Sterling,1988,2024,36,1980,prose fiction,science fiction,NA,2023-2025,"The U.S. and the Soviet Union are still around as superpowers, but companies are becoming more important, especially in Grenada and Luxembourg. Successfully predicted use of the internet, data havens, wearable computers / smart watches, drone warfare, end of Apartheid and end of the Cold War. Failed to predict: Soviet Union still around, one-way messaging as more important on the Net, South Africa renamed to Azania and expanding."""
gibson_mona_1988,Mona Lisa Overdrive,William Gibson,1988,2050,62,1980,prose fiction,cyberpunk,Q2610590,NA,NA
kaneko_summer_1988,Summer Vacation 1999,Shūsuke Kaneko,1988,1999,11,1980,film,coming-of-age,NA,NA,NA
clarke_cradle_1988,Cradle,Arthur C. Clarke,1988,1994,6,1980,prose fiction,science fiction,NA,NA,NA
santiago_sisterhood_1988,The Sisterhood,Cirio H. Santiago,1988,2021,33,1980,film,action,NA,NA,NA
martech_fury_1988,The Fury,Martech Games,1988,2045,57,1980,video game,racing,NA,NA,NA
yamaguchi_cyborg_1988,Cyborg Hunter,Yasushi Yamaguchi,1988,2242,254,1980,video game,action,NA,NA,NA
asimov_prelude_1988,Prelude to Foundation,Isaac Asimov,1988,22020,20032,1980,prose fiction,science fiction,NA,NA,NA
yasuhiko_venus_1989,Venus Wars,Yoshikazu Yasuhiko,1989,2089,100,1980,film,science fiction,NA,NA,NA
